OrderLineID,OrderID,CustomerID,SalespersonPersonID,OrderDate,ProductItemID,Quantity,UnitPrice
210382,66835,107,16,2/18/2020,209,50,2
210383,66835,107,16,2/18/2020,153,60,5
210384,66835,107,16,2/18/2020,174,4,240
210385,66835,107,16,2/18/2020,162,40,22
210386,66836,868,6,2/18/2020,1,6,25
210387,66836,868,6,2/18/2020,55,8,13
210388,66836,868,6,2/18/2020,112,5,30
210389,66836,868,6,2/18/2020,211,90,4
210390,66836,868,6,2/18/2020,129,5,32
210391,66837,176,14,2/18/2020,34,1,13
210392,66837,176,14,2/18/2020,222,120,9
210393,66837,176,14,2/18/2020,99,24,18
210394,66837,176,14,2/18/2020,208,84,3
210395,66837,176,14,2/18/2020,3,60,19
210396,66838,73,3,2/18/2020,183,175,3
210397,66838,73,3,2/18/2020,96,24,18
210398,66838,73,3,2/18/2020,40,7,13
210399,66839,556,6,2/18/2020,41,5,13
210400,66839,556,6,2/18/2020,200,48,4
210401,66839,556,6,2/18/2020,79,24,18
210402,66840,523,8,2/18/2020,46,1,13
210403,66840,523,8,2/18/2020,73,2,285
210404,66841,818,15,2/18/2020,162,40,22
210405,66841,818,15,2/18/2020,170,20,102
210406,66842,1013,13,2/18/2020,169,40,45
210407,66842,1013,13,2/18/2020,182,125,1
210408,66842,1013,13,2/18/2020,91,60,18
210409,66842,1013,13,2/18/2020,219,50,50
210410,66843,912,14,2/18/2020,202,96,4
210411,66843,912,14,2/18/2020,35,4,13
210412,66843,912,14,2/18/2020,24,5,13
210413,66843,912,14,2/18/2020,90,12,18
210414,66843,912,14,2/18/2020,8,7,240
210415,66844,456,6,2/18/2020,121,5,32
210416,66844,456,6,2/18/2020,99,108,18
210417,66844,456,6,2/18/2020,31,9,13
210418,66844,456,6,2/18/2020,198,96,4
210419,66845,110,2,2/18/2020,79,60,18
210420,66845,110,2,2/18/2020,225,72,9
210421,66845,110,2,2/18/2020,210,45,2
210422,66846,139,6,2/18/2020,183,25,3
210423,66846,139,6,2/18/2020,221,24,15
210424,66847,1058,14,2/18/2020,40,10,13
210425,66847,1058,14,2/18/2020,47,7,13
210426,66847,1058,14,2/18/2020,197,192,4
210427,66847,1058,14,2/18/2020,6,1,32
210428,66847,1058,14,2/18/2020,139,120,5
210429,66848,167,20,2/18/2020,123,8,32
210430,66848,167,20,2/18/2020,76,120,18
210431,66848,167,20,2/18/2020,100,36,18
210432,66848,167,20,2/18/2020,173,70,105
210433,66849,172,8,2/18/2020,135,3,32
210434,66849,172,8,2/18/2020,56,8,13
210435,66849,172,8,2/18/2020,13,10,32
210436,66849,172,8,2/18/2020,167,20,99
210437,66850,169,8,2/18/2020,180,125,1
210438,66850,169,8,2/18/2020,83,108,18
210439,66850,169,8,2/18/2020,67,9,230
210440,66850,169,8,2/18/2020,128,6,32
210441,66850,169,8,2/18/2020,203,10,32
210442,66851,45,15,2/18/2020,55,2,13
210443,66851,45,15,2/18/2020,28,6,13
210444,66852,1056,14,2/18/2020,107,10,25
210445,66852,1056,14,2/18/2020,115,5,34
210446,66852,1056,14,2/18/2020,159,90,18
210447,66853,817,16,2/18/2020,183,75,3
210448,66853,817,16,2/18/2020,151,10,16
210449,66853,817,16,2/18/2020,3,20,19
210450,66854,1029,20,2/18/2020,36,3,13
210451,66854,1029,20,2/18/2020,101,84,18
210452,66854,1029,20,2/18/2020,54,4,13
210453,66854,1029,20,2/18/2020,25,9,13
210454,66855,898,3,2/18/2020,36,5,13
210455,66855,898,3,2/18/2020,63,5,25
210456,66855,898,3,2/18/2020,33,9,13
210457,66855,898,3,2/18/2020,191,144,4
210458,66855,898,3,2/18/2020,202,48,4
210459,66856,149,14,2/18/2020,18,10,13
210460,66856,149,14,2/18/2020,63,9,25
210461,66856,149,14,2/18/2020,3,40,19
210462,66857,49,2,2/18/2020,150,2,16
210463,66857,49,2,2/18/2020,130,7,32
210464,66857,49,2,2/18/2020,176,4,240
210465,66857,49,2,2/18/2020,12,2,32
210466,66857,49,2,2/18/2020,84,60,18
210467,66858,1051,14,2/18/2020,211,60,4
210468,66858,1051,14,2/18/2020,116,6,34
210469,66858,1051,14,2/18/2020,134,4,32
210470,66858,1051,14,2/18/2020,213,8,87
210471,66858,1051,14,2/18/2020,47,9,13
210472,66859,181,8,2/18/2020,164,20,112
210473,66859,181,8,2/18/2020,218,10,38
210474,66859,181,8,2/18/2020,173,70,105
210475,66860,822,13,2/18/2020,121,5,32
210476,66860,822,13,2/18/2020,3,60,19
210477,66860,822,13,2/18/2020,141,84,5
210478,66861,146,16,2/18/2020,189,26,3
210479,66861,146,16,2/18/2020,70,4,230
210480,66861,146,16,2/18/2020,16,9,13
210481,66861,146,16,2/18/2020,225,96,9
210482,66862,838,16,2/18/2020,27,6,13
210483,66862,838,16,2/18/2020,39,2,13
210484,66862,838,16,2/18/2020,201,120,4
210485,66904,43,15,2/18/2020,95,96,18
210486,66863,43,15,2/18/2020,81,84,18
210487,66864,1025,7,2/18/2020,123,1,32
210488,66864,1025,7,2/18/2020,116,9,34
210489,66864,1025,7,2/18/2020,224,144,9
210490,66864,1025,7,2/18/2020,56,9,13
210491,66864,1025,7,2/18/2020,161,40,108
210492,66865,503,6,2/18/2020,146,36,18
210493,66865,503,6,2/18/2020,213,2,87
210494,66866,1022,20,2/18/2020,60,9,25
210495,66866,1022,20,2/18/2020,37,1,13
210496,66866,1022,20,2/18/2020,144,108,18
210497,66866,1022,20,2/18/2020,180,225,1
210498,66867,88,2,2/18/2020,154,60,20
210499,66867,88,2,2/18/2020,13,2,32
210500,66867,88,2,2/18/2020,185,50,2
210501,66867,88,2,2/18/2020,18,2,13
210502,66867,88,2,2/18/2020,74,2,285
210503,66868,163,13,2/18/2020,122,2,32
210504,66868,163,13,2/18/2020,106,10,35
210505,66869,490,2,2/18/2020,41,10,13
210506,66869,490,2,2/18/2020,2,2,25
210507,66869,490,2,2/18/2020,113,1,30
210508,66869,490,2,2/18/2020,219,100,50
210509,66870,416,14,2/18/2020,197,120,4
210510,66870,416,14,2/18/2020,211,40,4
210511,66870,416,14,2/18/2020,99,48,18
210512,66870,416,14,2/18/2020,85,96,18
210513,66871,1055,6,2/18/2020,9,2,32
210514,66871,1055,6,2/18/2020,65,7,30
210515,66872,164,13,2/18/2020,40,6,13
210516,66872,164,13,2/18/2020,107,3,25
210517,66873,887,8,2/18/2020,164,20,112
210518,66873,887,8,2/18/2020,74,5,285
210519,66905,887,8,2/18/2020,78,84,18
210520,66873,887,8,2/18/2020,219,80,50
210521,66874,85,7,2/18/2020,89,120,18
210522,66874,85,7,2/18/2020,140,24,5
210523,66875,1048,2,2/18/2020,125,7,32
210524,66875,1048,2,2/18/2020,178,250,3
210525,66875,1048,2,2/18/2020,1,8,25
210526,66875,1048,2,2/18/2020,73,7,285
210527,66875,1048,2,2/18/2020,158,60,105
210528,66876,29,6,2/18/2020,174,3,240
210529,66876,29,6,2/18/2020,150,7,16
210530,66876,29,6,2/18/2020,27,9,13
210531,66877,464,16,2/18/2020,157,20,30
210532,66877,464,16,2/18/2020,129,4,32
210533,66878,94,7,2/18/2020,63,6,25
210534,66878,94,7,2/18/2020,14,1,32
210535,66878,94,7,2/18/2020,32,9,13
210536,66879,984,7,2/18/2020,198,216,4
210537,66879,984,7,2/18/2020,67,7,230
210538,66879,984,7,2/18/2020,110,6,25
210539,66879,984,7,2/18/2020,11,3,32
210540,66880,911,13,2/18/2020,144,96,18
210541,66880,911,13,2/18/2020,143,24,18
210542,66881,806,16,2/18/2020,141,72,5
210543,66881,806,16,2/18/2020,123,3,32
210544,66882,925,6,2/18/2020,81,84,18
210545,66882,925,6,2/18/2020,31,6,13
210546,66882,925,6,2/18/2020,217,10,25
210547,66882,925,6,2/18/2020,175,4,240
210548,66883,173,14,2/18/2020,40,2,13
210549,66883,173,14,2/18/2020,79,72,18
210550,66883,173,14,2/18/2020,176,7,240
210551,66906,173,14,2/18/2020,98,96,18
210552,66884,469,2,2/18/2020,122,10,32
210553,66884,469,2,2/18/2020,183,225,3
210554,66884,469,2,2/18/2020,26,5,13
210555,66885,588,6,2/18/2020,32,7,13
210556,66885,588,6,2/18/2020,153,70,5
210557,66886,839,2,2/18/2020,58,3,25
210558,66886,839,2,2/18/2020,208,96,3
210559,66886,839,2,2/18/2020,218,60,38
210560,66886,839,2,2/18/2020,188,175,1
210561,66887,858,3,2/18/2020,99,84,18
210562,66887,858,3,2/18/2020,154,10,20
210563,66888,24,7,2/18/2020,6,8,32
210564,66888,24,7,2/18/2020,57,8,13
210565,66889,530,8,2/18/2020,65,7,30
210566,66889,530,8,2/18/2020,66,7,45
210567,66889,530,8,2/18/2020,38,5,13
210568,66889,530,8,2/18/2020,142,108,18
210569,66889,530,8,2/18/2020,172,10,48
210570,66890,1030,14,2/18/2020,152,6,16
210571,66890,1030,14,2/18/2020,61,6,25
210572,66907,993,7,2/18/2020,80,60,18
210573,66891,993,7,2/18/2020,196,216,4
210574,66891,993,7,2/18/2020,41,10,13
210575,66892,573,13,2/18/2020,222,120,9
210576,66892,573,13,2/18/2020,44,3,13
210577,66892,573,13,2/18/2020,5,1,32
210578,66893,561,3,2/18/2020,174,7,240
210579,66893,561,3,2/18/2020,59,1,25
210580,66893,561,3,2/18/2020,91,48,18
210581,66893,561,3,2/18/2020,43,7,13
210582,66908,816,6,2/18/2020,98,60,18
210583,66894,816,6,2/18/2020,110,1,25
210584,66895,901,20,2/18/2020,8,6,240
210585,66895,901,20,2/18/2020,31,9,13
210586,66895,901,20,2/18/2020,62,3,25
210587,66896,573,3,2/18/2020,38,3,13
210588,66896,573,3,2/18/2020,18,1,13
210589,66896,573,3,2/18/2020,123,5,32
210590,66897,882,6,2/18/2020,130,10,32
210591,66897,882,6,2/18/2020,80,48,18
210592,66897,882,6,2/18/2020,48,9,13
210593,66898,170,8,2/18/2020,200,120,4
210594,66898,170,8,2/18/2020,62,10,25
210595,66898,170,8,2/18/2020,224,192,9
210596,66898,170,8,2/18/2020,139,120,5
210597,66899,983,15,2/18/2020,42,3,13
210598,66899,983,15,2/18/2020,51,3,13
210599,66899,983,15,2/18/2020,220,120,9
210600,66899,983,15,2/18/2020,45,5,13
210601,66900,51,20,2/18/2020,71,5,230
210602,66900,51,20,2/18/2020,61,5,25
210603,66900,51,20,2/18/2020,148,108,18
210604,66900,51,20,2/18/2020,25,9,13
210605,66901,809,7,2/18/2020,39,8,13
210606,66901,809,7,2/18/2020,7,9,32
210607,66901,809,7,2/18/2020,211,30,4
210608,66901,809,7,2/18/2020,92,48,18
210609,66902,883,6,2/18/2020,41,3,13
210610,66902,883,6,2/18/2020,51,8,13
210611,66902,883,6,2/18/2020,33,2,13
210612,66909,421,15,2/19/2020,103,6,35
210613,66979,421,15,2/19/2020,204,30,32
210614,66910,5,15,2/19/2020,72,9,230
210615,66910,5,15,2/19/2020,1,10,25
210616,66910,5,15,2/19/2020,211,10,4
210617,66911,1039,16,2/19/2020,186,50,2
210618,66911,1039,16,2/19/2020,92,60,18
210619,66912,160,20,2/19/2020,94,72,18
210620,66912,160,20,2/19/2020,55,6,13
210621,66912,160,20,2/19/2020,58,5,25
210622,66913,129,7,2/19/2020,226,240,9
210623,66913,129,7,2/19/2020,177,225,1
210624,66913,129,7,2/19/2020,59,7,25
210625,66913,129,7,2/19/2020,54,9,13
210626,66914,875,3,2/19/2020,143,48,18
210627,66914,875,3,2/19/2020,106,5,35
210628,66914,875,3,2/19/2020,201,72,4
210629,66914,875,3,2/19/2020,203,100,32
210630,66915,141,8,2/19/2020,101,72,18
210631,66915,141,8,2/19/2020,185,125,2
210632,66915,141,8,2/19/2020,68,2,230
210633,66915,141,8,2/19/2020,206,36,3
210634,66916,966,2,2/19/2020,146,72,18
210635,66916,966,2,2/19/2020,68,8,230
210636,66917,198,15,2/19/2020,46,5,13
210637,66917,198,15,2/19/2020,11,4,32
210638,66918,1041,2,2/19/2020,108,2,25
210639,66918,1041,2,2/19/2020,64,7,30
210640,66918,1041,2,2/19/2020,133,6,32
210641,66918,1041,2,2/19/2020,202,216,4
210642,66919,1043,8,2/19/2020,29,8,13
210643,66919,1043,8,2/19/2020,182,75,1
210644,66919,1043,8,2/19/2020,83,36,18
210645,66919,1043,8,2/19/2020,183,125,3
210646,66920,944,6,2/19/2020,27,3,13
210647,66920,944,6,2/19/2020,170,20,102
210648,66920,944,6,2/19/2020,118,10,32
210649,66920,944,6,2/19/2020,115,1,34
210650,66921,109,3,2/19/2020,74,9,285
210651,66921,109,3,2/19/2020,68,7,230
210652,66922,970,20,2/19/2020,155,40,24
210653,66922,970,20,2/19/2020,4,1,32
210654,66923,820,8,2/19/2020,35,1,13
210655,66923,820,8,2/19/2020,161,50,108
210656,66923,820,8,2/19/2020,131,1,32
210657,66923,820,8,2/19/2020,73,5,285
210658,66924,558,13,2/19/2020,59,2,25
210659,66924,558,13,2/19/2020,170,30,102
210660,66925,89,15,2/19/2020,48,7,13
210661,66925,89,15,2/19/2020,173,70,105
210662,66925,89,15,2/19/2020,20,7,13
210663,66926,134,13,2/19/2020,178,75,3
210664,66926,134,13,2/19/2020,35,8,13
210665,66926,134,13,2/19/2020,218,40,38
210666,66980,134,13,2/19/2020,86,108,18
210667,66927,990,20,2/19/2020,64,8,30
210668,66927,990,20,2/19/2020,61,3,25
210669,66928,976,13,2/19/2020,48,5,13
210670,66928,976,13,2/19/2020,99,12,18
210671,66928,976,13,2/19/2020,178,25,3
210672,66929,534,13,2/19/2020,59,3,25
210673,66929,534,13,2/19/2020,43,5,13
210674,66929,534,13,2/19/2020,208,84,3
210675,66929,534,13,2/19/2020,137,5,32
210676,66929,534,13,2/19/2020,198,144,4
210677,66930,942,16,2/19/2020,121,1,32
210678,66930,942,16,2/19/2020,172,80,48
210679,66930,942,16,2/19/2020,133,9,32
210680,66930,942,16,2/19/2020,41,3,13
210681,66930,942,16,2/19/2020,181,125,1
210682,66931,931,6,2/19/2020,99,12,18
210683,66981,931,6,2/19/2020,98,36,18
210684,66931,931,6,2/19/2020,203,100,32
210685,66932,470,2,2/19/2020,13,8,32
210686,66932,470,2,2/19/2020,88,12,18
210687,66932,470,2,2/19/2020,4,4,32
210688,66933,48,3,2/19/2020,156,50,15
210689,66933,48,3,2/19/2020,8,8,240
210690,66933,48,3,2/19/2020,205,10,32
210691,66934,485,14,2/19/2020,227,216,9
210692,66934,485,14,2/19/2020,87,12,18
210693,66934,485,14,2/19/2020,50,7,13
210694,66935,190,3,2/19/2020,138,36,5
210695,66935,190,3,2/19/2020,220,192,9
210696,66935,190,3,2/19/2020,28,8,13
210697,66935,190,3,2/19/2020,120,10,32
210698,66935,190,3,2/19/2020,91,36,18
210699,66936,175,7,2/19/2020,104,2,35
210700,66936,175,7,2/19/2020,25,6,13
210701,66937,915,3,2/19/2020,64,1,30
210702,66937,915,3,2/19/2020,42,3,13
210703,66938,171,14,2/19/2020,190,160,4
210704,66938,171,14,2/19/2020,24,2,13
210705,66938,171,14,2/19/2020,123,3,32
210706,66939,454,2,2/19/2020,215,1,1899
210707,66939,454,2,2/19/2020,135,2,32
210708,66939,454,2,2/19/2020,209,5,2
210709,66940,537,15,2/19/2020,175,3,240
210710,66940,537,15,2/19/2020,191,144,4
210711,66940,537,15,2/19/2020,133,10,32
210712,66941,487,6,2/19/2020,145,48,18
210713,66941,487,6,2/19/2020,20,3,13
210714,66941,487,6,2/19/2020,106,2,35
210715,66942,536,7,2/19/2020,126,3,32
210716,66982,536,7,2/19/2020,78,96,18
210717,66942,536,7,2/19/2020,198,120,4
210718,66942,536,7,2/19/2020,46,6,13
210719,66942,536,7,2/19/2020,8,8,240
210720,66943,181,16,2/19/2020,182,25,1
210721,66943,181,16,2/19/2020,226,48,9
210722,66943,181,16,2/19/2020,66,7,45
210723,66943,181,16,2/19/2020,14,3,32
210724,66943,181,16,2/19/2020,111,8,30
210725,66944,580,2,2/19/2020,56,4,13
210726,66944,580,2,2/19/2020,217,40,25
210727,66944,580,2,2/19/2020,213,3,87
210728,66944,580,2,2/19/2020,31,10,13
210729,66944,580,2,2/19/2020,183,200,3
210730,66945,986,2,2/19/2020,55,3,13
210731,66945,986,2,2/19/2020,97,60,18
210732,66945,986,2,2/19/2020,8,1,240
210733,66945,986,2,2/19/2020,169,50,45
210734,66945,986,2,2/19/2020,38,5,13
210735,66946,173,7,2/19/2020,185,100,2
210736,66946,173,7,2/19/2020,215,8,1899
210737,66947,456,15,2/19/2020,144,96,18
210738,66947,456,15,2/19/2020,118,5,32
210739,66947,456,15,2/19/2020,5,4,32
210740,66947,456,15,2/19/2020,189,208,3
210741,66947,456,15,2/19/2020,34,6,13
210742,66948,487,7,2/19/2020,102,7,35
210743,66948,487,7,2/19/2020,176,6,240
210744,66983,185,6,2/19/2020,204,60,32
210745,66949,185,6,2/19/2020,44,1,13
210746,66949,185,6,2/19/2020,195,168,4
210747,66949,185,6,2/19/2020,56,1,13
210748,66949,185,6,2/19/2020,111,5,30
210749,66950,568,20,2/19/2020,4,1,32
210750,66950,568,20,2/19/2020,84,108,18
210751,66950,568,20,2/19/2020,54,2,13
210752,66951,562,2,2/19/2020,158,30,105
210753,66951,562,2,2/19/2020,218,100,38
210754,66951,562,2,2/19/2020,165,100,26
210755,66951,562,2,2/19/2020,94,84,18
210756,66951,562,2,2/19/2020,26,8,13
210757,66952,12,2,2/19/2020,131,7,32
210758,66952,12,2,2/19/2020,7,3,32
210759,66952,12,2,2/19/2020,101,108,18
210760,66952,12,2,2/19/2020,109,6,25
210761,66953,880,16,2/19/2020,212,70,4
210762,66953,880,16,2/19/2020,134,1,32
210763,66954,582,20,2/19/2020,43,5,13
210764,66954,582,20,2/19/2020,153,80,5
210765,66954,582,20,2/19/2020,210,15,2
210766,66954,582,20,2/19/2020,29,4,13
210767,66954,582,20,2/19/2020,4,6,32
210768,66984,414,6,2/19/2020,98,72,18
210769,66955,414,6,2/19/2020,118,4,32
210770,66955,414,6,2/19/2020,205,10,32
210771,66955,414,6,2/19/2020,182,200,1
210772,66956,811,16,2/19/2020,128,7,32
210773,66956,811,16,2/19/2020,210,45,2
210774,66956,811,16,2/19/2020,203,40,32
210775,66956,811,16,2/19/2020,91,12,18
210776,66957,884,2,2/19/2020,191,288,4
210777,66957,884,2,2/19/2020,69,9,230
210778,66958,447,2,2/19/2020,38,9,13
210779,66958,447,2,2/19/2020,202,168,4
210780,66959,480,20,2/19/2020,213,4,87
210781,66959,480,20,2/19/2020,118,6,32
210782,66960,74,6,2/19/2020,41,7,13
210783,66960,74,6,2/19/2020,136,8,32
210784,66960,74,6,2/19/2020,49,6,13
210785,66960,74,6,2/19/2020,180,25,1
210786,66960,74,6,2/19/2020,105,4,35
210787,66961,1027,13,2/19/2020,212,30,4
210788,66961,1027,13,2/19/2020,79,24,18
210789,66961,1027,13,2/19/2020,105,4,35
210790,66962,823,13,2/19/2020,109,2,25
210791,66962,823,13,2/19/2020,214,3,90
210792,66962,823,13,2/19/2020,66,3,45
210793,66963,82,8,2/19/2020,138,120,5
210794,66963,82,8,2/19/2020,114,7,30
210795,66963,82,8,2/19/2020,49,7,13
210796,66963,82,8,2/19/2020,96,36,18
210797,66963,82,8,2/19/2020,153,100,5
210798,66964,883,7,2/19/2020,116,2,34
210799,66964,883,7,2/19/2020,65,2,30
210800,66964,883,7,2/19/2020,160,100,33
210801,66965,934,15,2/19/2020,27,10,13
210802,66965,934,15,2/19/2020,38,10,13
210803,66965,934,15,2/19/2020,200,216,4
210804,66966,872,6,2/19/2020,50,5,13
210805,66966,872,6,2/19/2020,130,1,32
210806,66967,954,13,2/19/2020,197,240,4
210807,66967,954,13,2/19/2020,16,5,13
210808,66967,954,13,2/19/2020,212,70,4
210809,66967,954,13,2/19/2020,183,75,3
210810,66968,920,6,2/19/2020,190,160,4
210811,66968,920,6,2/19/2020,72,10,230
210812,66969,583,15,2/19/2020,81,96,18
210813,66969,583,15,2/19/2020,45,1,13
210814,66969,583,15,2/19/2020,12,8,32
210815,66970,570,16,2/19/2020,21,2,13
210816,66970,570,16,2/19/2020,3,80,19
210817,66970,570,16,2/19/2020,145,96,18
210818,66970,570,16,2/19/2020,191,360,4
210819,66971,517,7,2/19/2020,51,9,13
210820,66971,517,7,2/19/2020,169,60,45
210821,66971,517,7,2/19/2020,170,50,102
210822,66971,517,7,2/19/2020,217,20,25
210823,66972,126,8,2/19/2020,188,225,1
210824,66972,126,8,2/19/2020,151,8,16
210825,66972,126,8,2/19/2020,146,36,18
210826,66973,114,6,2/19/2020,35,2,13
210827,66973,114,6,2/19/2020,23,6,13
210828,66973,114,6,2/19/2020,140,36,5
210829,66973,114,6,2/19/2020,37,8,13
210830,66974,185,6,2/19/2020,87,120,18
210831,66974,185,6,2/19/2020,13,5,32
210832,66974,185,6,2/19/2020,207,48,3
210833,66975,952,6,2/19/2020,131,2,32
210834,66975,952,6,2/19/2020,127,9,32
210835,66975,952,6,2/19/2020,81,60,18
210836,66975,952,6,2/19/2020,11,3,32
210837,66975,952,6,2/19/2020,110,7,25
210838,66976,926,2,2/19/2020,64,10,30
210839,66976,926,2,2/19/2020,189,130,3
210840,66976,926,2,2/19/2020,102,9,35
210841,66977,923,2,2/19/2020,19,3,13
210842,66977,923,2,2/19/2020,81,84,18
210843,66977,923,2,2/19/2020,178,100,3
210844,66977,923,2,2/19/2020,33,7,13
210845,66977,923,2,2/19/2020,180,125,1
210846,66978,444,7,2/19/2020,68,2,230
210847,66978,444,7,2/19/2020,175,10,240
210848,66978,444,7,2/19/2020,136,9,32
210849,66985,561,6,2/20/2020,80,48,18
210850,66985,561,6,2/20/2020,22,7,13
210851,66985,561,6,2/20/2020,208,96,3
210852,66985,561,6,2/20/2020,2,5,25
210853,66986,184,2,2/20/2020,61,2,25
210854,66986,184,2,2/20/2020,207,60,3
210855,66986,184,2,2/20/2020,69,7,230
210856,66987,98,3,2/20/2020,151,4,16
210857,66987,98,3,2/20/2020,74,3,285
210858,66987,98,3,2/20/2020,218,40,38
210859,66987,98,3,2/20/2020,67,2,230
210860,66987,98,3,2/20/2020,201,192,4
210861,67025,429,3,2/20/2020,98,24,18
210862,66988,429,3,2/20/2020,149,120,18
210863,66988,429,3,2/20/2020,165,10,26
210864,66988,429,3,2/20/2020,224,144,9
210865,66989,838,7,2/20/2020,60,5,25
210866,67026,838,7,2/20/2020,204,100,32
210867,66989,838,7,2/20/2020,1,9,25
210868,66989,838,7,2/20/2020,205,10,32
210869,66989,838,7,2/20/2020,24,10,13
210870,66990,43,13,2/20/2020,36,7,13
210871,66990,43,13,2/20/2020,23,2,13
210872,66990,43,13,2/20/2020,51,1,13
210873,66990,43,13,2/20/2020,212,80,4
210874,66991,71,16,2/20/2020,215,8,1899
210875,66991,71,16,2/20/2020,164,100,112
210876,66991,71,16,2/20/2020,143,84,18
210877,66991,71,16,2/20/2020,200,240,4
210878,66991,71,16,2/20/2020,89,36,18
210879,66992,72,20,2/20/2020,189,260,3
210880,66992,72,20,2/20/2020,48,8,13
210881,67027,72,20,2/20/2020,78,48,18
210882,66993,831,13,2/20/2020,171,20,32
210883,66993,831,13,2/20/2020,38,3,13
210884,66993,831,13,2/20/2020,202,120,4
210885,66993,831,13,2/20/2020,90,24,18
210886,66993,831,13,2/20/2020,35,5,13
210887,66994,182,7,2/20/2020,170,40,102
210888,66994,182,7,2/20/2020,90,60,18
210889,66995,958,15,2/20/2020,73,3,285
210890,66995,958,15,2/20/2020,225,192,9
210891,66995,958,15,2/20/2020,39,5,13
210892,66995,958,15,2/20/2020,51,8,13
210893,66996,52,2,2/20/2020,207,60,3
210894,66996,52,2,2/20/2020,160,30,33
210895,66996,52,2,2/20/2020,74,6,285
210896,66997,951,7,2/20/2020,100,120,18
210897,66997,951,7,2/20/2020,44,2,13
210898,66998,876,7,2/20/2020,39,9,13
210899,66998,876,7,2/20/2020,164,40,112
210900,66998,876,7,2/20/2020,92,48,18
210901,66998,876,7,2/20/2020,111,6,30
210902,66999,141,6,2/20/2020,205,40,32
210903,66999,141,6,2/20/2020,102,5,35
210904,66999,141,6,2/20/2020,117,1,34
210905,66999,141,6,2/20/2020,168,100,29
210906,66999,141,6,2/20/2020,209,25,2
210907,67000,964,2,2/20/2020,14,2,32
210908,67000,964,2,2/20/2020,42,10,13
210909,67000,964,2,2/20/2020,199,72,4
210910,67001,998,14,2/20/2020,167,40,99
210911,67001,998,14,2/20/2020,118,4,32
210912,67001,998,14,2/20/2020,120,6,32
210913,67002,524,15,2/20/2020,40,6,13
210914,67002,524,15,2/20/2020,89,84,18
210915,67002,524,15,2/20/2020,39,5,13
210916,67002,524,15,2/20/2020,109,8,25
210917,67002,524,15,2/20/2020,212,60,4
210918,67003,536,8,2/20/2020,147,48,18
210919,67003,536,8,2/20/2020,104,5,35
210920,67004,93,2,2/20/2020,119,2,32
210921,67004,93,2,2/20/2020,101,96,18
210922,67005,898,3,2/20/2020,82,84,18
210923,67005,898,3,2/20/2020,212,50,4
210924,67005,898,3,2/20/2020,144,120,18
210925,67006,1031,2,2/20/2020,171,40,32
210926,67006,1031,2,2/20/2020,44,10,13
210927,67006,1031,2,2/20/2020,117,10,34
210928,67007,1023,6,2/20/2020,94,108,18
210929,67007,1023,6,2/20/2020,51,7,13
210930,67008,941,20,2/20/2020,2,9,25
210931,67028,941,20,2/20/2020,86,36,18
210932,67008,941,20,2/20/2020,128,2,32
210933,67008,941,20,2/20/2020,116,5,34
210934,67009,550,20,2/20/2020,152,10,16
210935,67009,550,20,2/20/2020,223,120,9
210936,67009,550,20,2/20/2020,210,25,2
210937,67009,550,20,2/20/2020,222,72,9
210938,67010,802,2,2/20/2020,210,50,2
210939,67029,802,2,2/20/2020,80,84,18
210940,67011,994,20,2/20/2020,71,3,230
210941,67011,994,20,2/20/2020,92,84,18
210942,67011,994,20,2/20/2020,9,10,32
210943,67012,547,16,2/20/2020,150,8,16
210944,67012,547,16,2/20/2020,46,4,13
210945,67012,547,16,2/20/2020,187,100,1
210946,67012,547,16,2/20/2020,47,8,13
210947,67013,844,14,2/20/2020,91,60,18
210948,67013,844,14,2/20/2020,125,3,32
210949,67013,844,14,2/20/2020,122,10,32
210950,67013,844,14,2/20/2020,180,75,1
210951,67014,134,2,2/20/2020,20,6,13
210952,67014,134,2,2/20/2020,3,40,19
210953,67014,134,2,2/20/2020,32,10,13
210954,67015,13,7,2/20/2020,209,50,2
210955,67015,13,7,2/20/2020,190,160,4
210956,67015,13,7,2/20/2020,210,20,2
210957,67016,917,13,2/20/2020,93,12,18
210958,67016,917,13,2/20/2020,127,3,32
210959,67016,917,13,2/20/2020,203,40,32
210960,67017,590,7,2/20/2020,64,5,30
210961,67017,590,7,2/20/2020,163,100,37
210962,67017,590,7,2/20/2020,164,10,112
210963,67017,590,7,2/20/2020,171,90,32
210964,67018,903,13,2/20/2020,207,120,3
210965,67018,903,13,2/20/2020,46,10,13
210966,67019,67,3,2/20/2020,76,24,18
210967,67019,67,3,2/20/2020,99,120,18
210968,67019,67,3,2/20/2020,43,8,13
210969,67019,67,3,2/20/2020,51,6,13
210970,67020,525,7,2/20/2020,226,24,9
210971,67020,525,7,2/20/2020,72,5,230
210972,67020,525,7,2/20/2020,22,2,13
210973,67020,525,7,2/20/2020,67,8,230
210974,67021,102,15,2/20/2020,127,7,32
210975,67021,102,15,2/20/2020,137,2,32
210976,67021,102,15,2/20/2020,27,3,13
210977,67022,180,15,2/20/2020,3,10,19
210978,67022,180,15,2/20/2020,21,10,13
210979,67022,180,15,2/20/2020,176,6,240
210980,67022,180,15,2/20/2020,2,2,25
210981,67023,6,15,2/20/2020,52,4,13
210982,67023,6,15,2/20/2020,149,24,18
210983,67023,6,15,2/20/2020,59,3,25
210984,67023,6,15,2/20/2020,41,2,13
